fromId,toId,fromGroupArtifact,toGroupArtifact,confidence,ruleFreq,relativeRuleFreq,concurrence,concurrenceAdjustment,commitDistance,apiSupport
60304,47,commons-fileupload:commons-fileupload,org.apache.httpcomponents:httpclient,0.026152763997088962,18,0.8181818181818182,302,0.059602649006622516,0.41113048645017947,0.6
60304,60474,commons-fileupload:commons-fileupload,org.apache.commons:commons-io,0.025008093171851906,9,0.4090909090909091,204,0.04411764705882353,0.6129703629703629,0.6
60304,37,commons-fileupload:commons-fileupload,com.fasterxml.jackson.core:jackson-databind,0.024017907050355447,10,0.45454545454545453,155,0.06451612903225806,0.5182317682317683,0.6
60304,60454,commons-fileupload:commons-fileupload,xml-apis:xml-apis,0.022818937120487263,10,0.45454545454545453,86,0.11627906976744186,0.4359591994692614,0.6
60304,55,commons-fileupload:commons-fileupload,org.springframework:spring-web,0.021754681813399256,20,0.9090909090909091,804,0.024875621890547265,0.4425796194932182,0.6
60304,60378,commons-fileupload:commons-fileupload,org.hsqldb:hsqldb,0.020812901633144854,14,0.6363636363636364,291,0.048109965635738834,0.43874993398332424,0.6
60304,152,commons-fileupload:commons-fileupload,org.codehaus.plexus:plexus-utils,0.02074743580502556,8,0.36363636363636365,27,0.2962962962962963,0.3678571428571428,0.6
60304,205,commons-fileupload:commons-fileupload,dom4j:dom4j,0.02071199798501066,10,0.45454545454545453,206,0.04854368932038835,0.5167153110047847,0.6
60304,60207,commons-fileupload:commons-fileupload,commons-lang:commons-lang,0.020651476531734127,20,0.9090909090909091,667,0.029985007496251874,0.4115362004683085,0.6
60304,60724,commons-fileupload:commons-fileupload,jdom:jdom,0.020533330141404058,8,0.36363636363636365,98,0.08163265306122448,0.5051173096976016,0.6
60304,60423,commons-fileupload:commons-fileupload,org.codehaus.jackson:jackson-core-asl,0.019968383377533296,8,0.36363636363636365,218,0.03669724770642202,0.6083333333333334,0.6
60304,60252,commons-fileupload:commons-fileupload,javax.servlet:javax.servlet-api,0.019826959334580056,12,0.5454545454545454,254,0.047244094488188976,0.40894216601369243,1.0
60304,60591,commons-fileupload:commons-fileupload,hsqldb:hsqldb,0.019742795923955687,9,0.4090909090909091,153,0.058823529411764705,0.5068376068376068,0.6
60304,1,commons-fileupload:commons-fileupload,mysql:mysql-connector-java,0.019309372259397793,17,0.7727272727272727,860,0.019767441860465116,0.47901104473619693,0.6
60304,268,commons-fileupload:commons-fileupload,org.freemarker:freemarker,0.01891741980466872,10,0.45454545454545453,219,0.045662100456621,0.5014359964359965,0.6
60304,60264,commons-fileupload:commons-fileupload,commons-logging:commons-logging,0.01851827627812409,19,0.8636363636363636,529,0.035916824196597356,0.382184020388019,0.6
60305,16,org.apache.logging.log4j:log4j-core,ch.qos.logback:logback-classic,0.2733705259728651,9,0.75,34,0.2647058823529412,0.9563492063492064,0.6
60305,8,org.apache.logging.log4j:log4j-core,org.slf4j:slf4j-api,0.11954610466134213,12,1.0,108,0.1111111111111111,0.6804410866910867,0.6
273,10,io.netty:netty,com.google.guava:guava,0.03300913570578741,10,0.3333333333333333,113,0.08849557522123894,0.6555555555555554,0.6
273,8,io.netty:netty,org.slf4j:slf4j-api,0.02257433544638855,10,0.3333333333333333,161,0.062111801242236024,0.5922932330827069,0.6
273,5,io.netty:netty,junit:junit,0.011512738060063137,8,0.26666666666666666,265,0.03018867924528302,0.5663776469009028,0.6
274,61059,com.thoughtworks.xstream:xstream,org.codehaus.jackson:jackson-xc,0.031013145201319727,8,0.3333333333333333,26,0.3076923076923077,0.465335902388527,0.6
274,152,com.thoughtworks.xstream:xstream,org.codehaus.plexus:plexus-utils,0.02809858838746557,12,0.5,53,0.22641509433962265,0.3436615186615186,1.0
274,264,com.thoughtworks.xstream:xstream,org.mongodb:mongo-java-driver,0.027089226332903737,8,0.3333333333333333,50,0.16,0.5121428571428571,0.6
274,60232,com.thoughtworks.xstream:xstream,org.apache.commons:commons-lang3,0.026452500531462586,8,0.3333333333333333,120,0.06666666666666667,0.6299107142857143,0.6
274,94,com.thoughtworks.xstream:xstream,commons-collections:commons-collections,0.024160037399156748,19,0.7916666666666666,207,0.09178743961352658,0.3606151723120171,0.6
274,60328,com.thoughtworks.xstream:xstream,org.codehaus.jackson:jackson-mapper-asl,0.02404134329919523,14,0.5833333333333334,217,0.06451612903225806,0.45768436844283533,0.6
274,60218,com.thoughtworks.xstream:xstream,commons-io:commons-io,0.02052291549905562,13,0.5416666666666666,308,0.04220779220779221,0.45613054071641523,0.7857142857142857
274,62660,com.thoughtworks.xstream:xstream,javax.xml:jaxb-api,0.019826434191818697,8,0.3333333333333333,14,0.5714285714285714,0.3051226551226551,0.7142857142857143
274,145,com.thoughtworks.xstream:xstream,com.google.inject:guice,0.019344463824287488,8,0.3333333333333333,60,0.13333333333333333,0.4529669118474031,0.6
274,60430,com.thoughtworks.xstream:xstream,javax.xml.bind:jaxb-api,0.016182480574613103,13,0.5416666666666666,69,0.18840579710144928,0.2853743500719086,0.7142857142857143
274,57,com.thoughtworks.xstream:xstream,commons-codec:commons-codec,0.01587890588967156,15,0.625,175,0.08571428571428572,0.3347103666390582,0.6
274,44,com.thoughtworks.xstream:xstream,org.slf4j:slf4j-log4j12,0.015394363561264406,16,0.6666666666666666,327,0.04892966360856269,0.36710950474685816,0.6
274,8,com.thoughtworks.xstream:xstream,org.slf4j:slf4j-api,0.014878701635593284,14,0.5833333333333334,369,0.037940379403794036,0.41116003133994544,0.6
274,60423,com.thoughtworks.xstream:xstream,org.codehaus.jackson:jackson-core-asl,0.014665509020124878,12,0.5,111,0.10810810810810811,0.3393604203389287,0.6
274,60365,com.thoughtworks.xstream:xstream,javax.inject:javax.inject,0.014458956155367802,8,0.3333333333333333,95,0.08421052631578947,0.4392883539225002,0.6
274,204,com.thoughtworks.xstream:xstream,cglib:cglib-nodep,0.014453490070464913,9,0.375,116,0.07758620689655173,0.4226557558507274,0.6
274,60207,com.thoughtworks.xstream:xstream,commons-lang:commons-lang,0.012997124174716025,24,1.0,323,0.07430340557275542,0.24810392888897181,0.6
274,60601,com.thoughtworks.xstream:xstream,com.sun.xml.bind:jaxb-impl,0.012809672450512554,13,0.5416666666666666,68,0.19117647058823528,0.2642448516492467,0.6
274,10,com.thoughtworks.xstream:xstream,com.google.guava:guava,0.012170926428780291,11,0.4583333333333333,184,0.059782608695652176,0.37444632170337505,0.6
274,83,com.thoughtworks.xstream:xstream,org.hibernate:hibernate-entitymanager,0.011924294100088108,10,0.4166666666666667,175,0.05714285714285714,0.3931367651955887,0.6
60310,60232,commons-beanutils:commons-beanutils,org.apache.commons:commons-lang3,0.03906305903618471,9,0.391304347826087,217,0.041474654377880185,0.795503842562666,0.6
60310,60328,commons-beanutils:commons-beanutils,org.codehaus.jackson:jackson-mapper-asl,0.025050658472531673,8,0.34782608695652173,264,0.030303030303030304,0.7308347176079734,0.6
60310,25,commons-beanutils:commons-beanutils,log4j:log4j,0.020025471758875906,23,1.0,746,0.030831099195710455,0.3837128234048179,0.6
60310,94,commons-beanutils:commons-beanutils,commons-collections:commons-collections,0.019538101879475165,13,0.5652173913043478,647,0.02009273570324575,0.5610942863429524,0.6
60310,60240,commons-beanutils:commons-beanutils,javax.servlet:servlet-api,0.01635473292512588,14,0.6086956521739131,603,0.02321724709784411,0.47712385957727566,0.6
60310,60378,commons-beanutils:commons-beanutils,org.hsqldb:hsqldb,0.0146913656551019,8,0.34782608695652173,107,0.07476635514018691,0.44656598902229433,0.6
60310,1,commons-beanutils:commons-beanutils,mysql:mysql-connector-java,0.01462037555321629,11,0.4782608695652174,376,0.02925531914893617,0.4803500243072435,0.6
60310,60218,commons-beanutils:commons-beanutils,commons-io:commons-io,0.014153171423691463,17,0.7391304347826086,539,0.03153988868274583,0.37308989725460623,0.6
60310,152,commons-beanutils:commons-beanutils,org.codehaus.plexus:plexus-utils,0.013291707203353247,8,0.34782608695652173,47,0.1702127659574468,0.3457987846613206,0.6
60310,60586,commons-beanutils:commons-beanutils,net.sf.ehcache:ehcache-core,0.012966866509624092,10,0.43478260869565216,130,0.07692307692307693,0.37258851479819216,0.6
60310,24,commons-beanutils:commons-beanutils,org.springframework:spring-tx,0.012044547579574074,10,0.43478260869565216,309,0.032362459546925564,0.4458727913427924,0.6
60310,115,commons-beanutils:commons-beanutils,org.hibernate:hibernate-validator,0.011958810481010086,9,0.391304347826087,288,0.03125,0.472428769487593,0.6
60310,5,commons-beanutils:commons-beanutils,junit:junit,0.011945180401778423,15,0.6521739130434783,1055,0.014218009478672985,0.39192678515774304,1.0
60310,60207,commons-beanutils:commons-beanutils,commons-lang:commons-lang,0.011828675299221339,17,0.7391304347826086,670,0.025373134328358207,0.3601439887620634,0.6
60310,60264,commons-beanutils:commons-beanutils,commons-logging:commons-logging,0.011595678127270921,11,0.4782608695652174,525,0.02095238095238095,0.44867566643882434,0.6923076923076923
60310,97,commons-beanutils:commons-beanutils,org.slf4j:jcl-over-slf4j,0.011000168814658156,9,0.391304347826087,272,0.03308823529411765,0.4309720917955213,0.6923076923076923
60310,60760,commons-beanutils:commons-beanutils,javax.servlet:jstl,0.010774824481465536,10,0.43478260869565216,398,0.02512562814070352,0.449264368379591,0.6
60310,46,commons-beanutils:commons-beanutils,org.springframework:spring-test,0.009646008440367828,11,0.4782608695652174,479,0.022964509394572025,0.4145140815938305,0.6
60310,79,commons-beanutils:commons-beanutils,org.hibernate:hibernate-core,0.009064790743979992,10,0.43478260869565216,375,0.02666666666666667,0.40598764176608493,0.6
60310,47,commons-beanutils:commons-beanutils,org.apache.httpcomponents:httpclient,0.008622675858319004,10,0.43478260869565216,198,0.050505050505050504,0.3375308190261751,0.6
25,16,log4j:log4j,ch.qos.logback:logback-classic,0.24144438447701796,156,0.7572815533980582,475,0.32842105263157895,0.7571172565466654,0.9419674451521586
25,60305,log4j:log4j,org.apache.logging.log4j:log4j-core,0.14518879876657945,78,0.3786407766990291,144,0.5416666666666666,0.820128727481668,0.6
25,60335,log4j:log4j,org.apache.logging.log4j:log4j-api,0.11318112149671064,54,0.2621359223300971,106,0.5094339622641509,0.8837184873949577,0.6
25,8,log4j:log4j,org.slf4j:slf4j-api,0.07268058283911127,206,1.0,4682,0.043998291328492097,0.5886406471058332,1.0
25,218,log4j:log4j,org.slf4j:log4j-over-slf4j,0.04099201130816364,41,0.19902912621359223,129,0.3178294573643411,0.6867599282123104,0.6
25,69,log4j:log4j,org.slf4j:slf4j-simple,0.04067453990858202,69,0.33495145631067963,454,0.15198237885462554,0.5673716863307903,0.9363057324840764
25,60400,log4j:log4j,org.apache.logging.log4j:log4j-slf4j-impl,0.0397404842078548,16,0.07766990291262135,32,0.5,0.9665178571428572,0.6
25,10,log4j:log4j,com.google.guava:guava,0.031116707222185187,93,0.45145631067961167,1246,0.07463884430176565,0.5707026820593122,0.6
25,61413,log4j:log4j,org.apache.logging.log4j:log4j-1.2-api,0.02964681931203581,9,0.043689320388349516,11,0.8181818181818182,0.9841269841269842,0.6
25,160,log4j:log4j,ch.qos.logback:logback-core,0.027654220552411825,33,0.16019417475728157,161,0.20496894409937888,0.7016128310452079,0.6
25,60252,log4j:log4j,javax.servlet:javax.servlet-api,0.027299326503763086,68,0.3300970873786408,677,0.10044313146233383,0.5804131543408738,0.6
25,44,log4j:log4j,org.slf4j:slf4j-log4j12,0.02385923011392793,125,0.6067961165048543,5166,0.024196670538133954,0.5111089585683386,0.9363057324840764
25,1244,log4j:log4j,com.carrotsearch.randomizedtesting:randomizedtesting-runner,0.019226932109248626,8,0.038834951456310676,11,0.7272727272727273,0.865728021978022,0.6
25,60328,log4j:log4j,org.codehaus.jackson:jackson-mapper-asl,0.01914471077442918,77,0.3737864077669903,1628,0.0472972972972973,0.5513987264559945,0.6
25,60232,log4j:log4j,org.apache.commons:commons-lang3,0.01873211788751507,67,0.32524271844660196,1215,0.0551440329218107,0.5627003770806995,0.6
25,169,log4j:log4j,org.slf4j:jul-to-slf4j,0.017507355589182514,27,0.13106796116504854,156,0.17307692307692307,0.6438199061355211,0.6
25,37,log4j:log4j,com.fasterxml.jackson.core:jackson-databind,0.016812206691440113,54,0.2621359223300971,488,0.11065573770491803,0.49890492774656214,0.6
25,60218,log4j:log4j,commons-io:commons-io,0.016101147635307036,104,0.5048543689320388,2157,0.04821511358368104,0.4330237786916538,0.6
25,31,log4j:log4j,org.mockito:mockito-all,0.013317612170012314,65,0.3155339805825243,1264,0.051424050632911396,0.49018580462705663,0.6
25,5,log4j:log4j,junit:junit,0.013239887866138146,106,0.5145631067961165,8579,0.012355752418696818,0.5466605312208126,0.6
64538,60774,commons-email:commons-email,org.apache.commons:commons-email,0.7081543467883055,8,1.0,9,0.8888888888888888,0.8666666666666667,1.0
26,10814,org.springframework:spring-webmvc,com.googlecode.java-ipv6:java-ipv6,0.14980446017235313,8,0.20512820512820512,9,0.8888888888888888,1.0,0.6
26,76,org.springframework:spring-webmvc,org.springframework.boot:spring-boot-starter-data-jpa,0.07514882903640434,13,0.3333333333333333,30,0.43333333333333335,0.6649337841645534,0.6
26,11,org.springframework:spring-webmvc,org.springframework.boot:spring-boot-starter-web,0.06565664745035533,19,0.48717948717948717,70,0.2714285714285714,0.577887301987025,0.6
26,167,org.springframework:spring-webmvc,org.springframework.boot:spring-boot-starter-security,0.061319821608016675,9,0.23076923076923078,25,0.36,0.7561327561327561,0.6
26,17,org.springframework:spring-webmvc,org.springframework.boot:spring-boot-starter-test,0.05597132670787222,13,0.3333333333333333,52,0.25,0.6584466815236045,0.6
26,186,org.springframework:spring-webmvc,org.reflections:reflections,0.052705010345906855,10,0.2564102564102564,43,0.23255813953488372,0.7418012422360247,0.6
26,269,org.springframework:spring-webmvc,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,0.03457618326726579,15,0.38461538461538464,43,0.3488372093023256,0.4432836225519153,0.6
26,47,org.springframework:spring-webmvc,org.apache.httpcomponents:httpclient,0.034052025459398845,29,0.7435897435897436,612,0.04738562091503268,0.5211410969017459,0.6
26,60328,org.springframework:spring-webmvc,org.codehaus.jackson:jackson-mapper-asl,0.0299626248124525,39,1.0,1871,0.02084446819882416,0.5176120886730958,0.6
26,37,org.springframework:spring-webmvc,com.fasterxml.jackson.core:jackson-databind,0.027406052142642266,28,0.717948717948718,476,0.058823529411764705,0.45076578662381406,0.6
26,64,org.springframework:spring-webmvc,org.testng:testng,0.02519161629293966,15,0.38461538461538464,222,0.06756756756756757,0.5703511303511303,0.6
26,60232,org.springframework:spring-webmvc,org.apache.commons:commons-lang3,0.022407621891870413,18,0.46153846153846156,821,0.02192448233861145,0.6506145706145706,0.6
26,60218,org.springframework:spring-webmvc,commons-io:commons-io,0.021909093277939783,32,0.8205128205128205,1179,0.02714164546225615,0.4574279111023599,0.6
26,60345,org.springframework:spring-webmvc,org.aspectj:aspectjweaver,0.02129931625363871,34,0.8717948717948718,1297,0.026214340786430222,0.44137032258933967,0.6
26,357,org.springframework:spring-webmvc,com.amazonaws:aws-java-sdk,0.01993581034375403,11,0.28205128205128205,63,0.1746031746031746,0.4673067574137093,0.6
26,60252,org.springframework:spring-webmvc,javax.servlet:javax.servlet-api,0.019822875485812595,24,0.6153846153846154,819,0.029304029304029304,0.4917288025998155,0.6056338028169014
26,60207,org.springframework:spring-webmvc,commons-lang:commons-lang,0.019297502050316915,22,0.5641025641025641,1119,0.01966041108132261,0.5612231148298342,0.6
26,1,org.springframework:spring-webmvc,mysql:mysql-connector-java,0.018750677929272368,33,0.8461538461538461,2049,0.016105417276720352,0.47479158458504395,0.6
26,200,org.springframework:spring-webmvc,org.springframework.security:spring-security-web,0.01668907216869839,32,0.8205128205128205,1522,0.02102496714848883,0.4255511481863629,0.6
26,31,org.springframework:spring-webmvc,org.mockito:mockito-all,0.01606700157901722,30,0.7692307692307693,864,0.034722222222222224,0.38040779160364924,0.6
541,273,org.jboss.netty:netty,io.netty:netty,0.6844861894599075,52,1.0,73,0.7123287671232876,0.9222749129095877,0.9090909090909091
541,10,org.jboss.netty:netty,com.google.guava:guava,0.019557852511737438,11,0.21153846153846154,77,0.14285714285714285,0.5619563849228921,0.6
541,60218,org.jboss.netty:netty,commons-io:commons-io,0.012238007828175657,8,0.15384615384615385,70,0.11428571428571428,0.5511581608928156,0.6
541,44,org.jboss.netty:netty,org.slf4j:slf4j-log4j12,0.009941470902699525,16,0.3076923076923077,124,0.12903225806451613,0.30714298470474344,0.9090909090909091
541,1,org.jboss.netty:netty,mysql:mysql-connector-java,0.009377218841254123,11,0.21153846153846154,53,0.20754716981132076,0.354425808315185,0.6
541,5,org.jboss.netty:netty,junit:junit,0.009167540794442992,8,0.15384615384615385,259,0.03088803088803089,0.6616034109568592,0.6
541,8,org.jboss.netty:netty,org.slf4j:slf4j-api,0.009006523510845464,14,0.2692307692307692,161,0.08695652173913043,0.33681444401231797,1.0
541,60264,org.jboss.netty:netty,commons-logging:commons-logging,0.008858016212559813,11,0.21153846153846154,70,0.15714285714285714,0.3638928854239859,0.6363636363636364
541,25,org.jboss.netty:netty,log4j:log4j,0.007574950584610016,11,0.21153846153846154,165,0.06666666666666667,0.4032679621138136,0.7272727272727273
541,32,org.jboss.netty:netty,org.springframework:spring-context,0.004954847711913245,9,0.17307692307692307,63,0.14285714285714285,0.3127031599737133,0.6
541,21,org.jboss.netty:netty,org.springframework:spring-beans,0.0031107044719206715,8,0.15384615384615385,45,0.17777777777777778,0.24881632665782907,0.6
541,60240,org.jboss.netty:netty,javax.servlet:servlet-api,0.0030984727855872113,8,0.15384615384615385,68,0.11764705882352941,0.2753261362275381,0.6
541,47,org.jboss.netty:netty,org.apache.httpcomponents:httpclient,0.0026339297158036734,8,0.15384615384615385,54,0.14814814814814814,0.23963315182130732,0.6
61217,274,xstream:xstream,com.thoughtworks.xstream:xstream,0.7097975215466816,32,1.0,41,0.7804878048780488,0.8963460497835499,1.0
37,17,com.fasterxml.jackson.core:jackson-databind,org.springframework.boot:spring-boot-starter-test,0.1092600852029494,8,0.6666666666666666,34,0.23529411764705882,0.660443722943723,0.6
37,60328,com.fasterxml.jackson.core:jackson-databind,org.codehaus.jackson:jackson-mapper-asl,0.08292169102878917,12,1.0,393,0.030534351145038167,0.7827067669172934,0.6
37,60252,com.fasterxml.jackson.core:jackson-databind,javax.servlet:javax.servlet-api,0.07178431143844025,12,1.0,260,0.046153846153846156,0.6567876567876567,0.6
37,41,com.fasterxml.jackson.core:jackson-databind,com.google.code.gson:gson,0.06718880574043923,8,0.6666666666666666,182,0.04395604395604396,0.6933291193159614,1.0
37,11,com.fasterxml.jackson.core:jackson-databind,org.springframework.boot:spring-boot-starter-web,0.06613444653244192,8,0.6666666666666666,44,0.18181818181818182,0.5480401177769599,0.6
37,8,com.fasterxml.jackson.core:jackson-databind,org.slf4j:slf4j-api,0.039369156436364273,12,1.0,563,0.021314387211367674,0.590027195027195,0.6
37,44,com.fasterxml.jackson.core:jackson-databind,org.slf4j:slf4j-log4j12,0.02719795886063591,8,0.6666666666666666,369,0.02168021680216802,0.5980810855810856,0.6
37,51,com.fasterxml.jackson.core:jackson-databind,joda-time:joda-time,0.02710362915110789,10,0.8333333333333334,309,0.032362459546925564,0.4831212647002121,0.6
37,16,com.fasterxml.jackson.core:jackson-databind,ch.qos.logback:logback-classic,0.02421408021567618,8,0.6666666666666666,285,0.028070175438596492,0.5290302717304942,0.6
37,60232,com.fasterxml.jackson.core:jackson-databind,org.apache.commons:commons-lang3,0.022688045391565517,9,0.75,304,0.029605263157894735,0.47641767510693334,0.6
37,10,com.fasterxml.jackson.core:jackson-databind,com.google.guava:guava,0.022337369214334615,9,0.75,436,0.020642201834862386,0.49103913187154025,0.7391304347826086
37,60218,com.fasterxml.jackson.core:jackson-databind,commons-io:commons-io,0.021597867263261978,8,0.6666666666666666,397,0.020151133501259445,0.5427981774323238,0.6
37,5,com.fasterxml.jackson.core:jackson-databind,junit:junit,0.018546233955883968,8,0.6666666666666666,1084,0.007380073800738007,0.6465773809523809,0.6
37,46,com.fasterxml.jackson.core:jackson-databind,org.springframework:spring-test,0.011971893712655102,8,0.6666666666666666,417,0.019184652278177457,0.40912004662004664,0.6
60328,37,org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.core:jackson-databind,0.4932048203284366,254,1.0,393,0.6463104325699746,0.7832553404371335,1.0
60328,75,org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.core:jackson-core,0.24832967937673378,147,0.5787401574803149,243,0.6049382716049383,0.84393097454322,0.6
60328,87,org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.core:jackson-annotations,0.16380744664873734,97,0.38188976377952755,163,0.5950920245398773,0.8472546606415616,0.6
60328,269,org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,0.03373733891941799,27,0.1062992125984252,51,0.5294117647058824,0.7504196170862838,0.6
60328,1526,org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.dataformat:jackson-dataformat-smile,0.025458457456568325,10,0.03937007874015748,11,0.9090909090909091,0.9357142857142857,0.6
60328,601,org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.module:jackson-module-jaxb-annotations,0.024118670132669967,18,0.07086614173228346,39,0.46153846153846156,0.8042063492063491,0.6
60328,60232,org.codehaus.jackson:jackson-mapper-asl,org.apache.commons:commons-lang3,0.016825703624331164,44,0.1732283464566929,430,0.10232558139534884,0.6260993741107375,0.6
60328,524,org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.datatype:jackson-datatype-joda,0.015541267982543768,11,0.04330708661417323,28,0.39285714285714285,0.8597402597402598,0.6
60328,60252,org.codehaus.jackson:jackson-mapper-asl,javax.servlet:javax.servlet-api,0.014642971674031406,38,0.14960629921259844,347,0.10951008645533142,0.6179286450458108,0.6
60328,41,org.codehaus.jackson:jackson-mapper-asl,com.google.code.gson:gson,0.01056737757052503,28,0.11023622047244094,333,0.08408408408408409,0.6532887704697024,0.6
60328,1326,org.codehaus.jackson:jackson-mapper-asl,org.springframework.social:spring-social-security,0.008174765346659283,9,0.03543307086614173,16,0.5625,0.6301802772391008,0.6
60328,57,org.codehaus.jackson:jackson-mapper-asl,commons-codec:commons-codec,0.007575919085506372,37,0.14566929133858267,575,0.06434782608695652,0.5144727513154971,0.6
60328,135,org.codehaus.jackson:jackson-mapper-asl,org.json:json,0.007508762935729902,17,0.06692913385826772,167,0.10179640718562874,0.6737606903063309,0.6
60328,10,org.codehaus.jackson:jackson-mapper-asl,com.google.guava:guava,0.007400832929949941,48,0.1889763779527559,631,0.07606973058637084,0.42814981200479596,0.6
60328,60207,org.codehaus.jackson:jackson-mapper-asl,commons-lang:commons-lang,0.006910410633808681,36,0.14173228346456693,770,0.046753246753246755,0.5395438901810021,0.6
60328,5,org.codehaus.jackson:jackson-mapper-asl,junit:junit,0.006811704249588851,49,0.19291338582677164,2699,0.018154872174879585,0.581648481450004,0.6
60328,55,org.codehaus.jackson:jackson-mapper-asl,org.springframework:spring-web,0.006698909760359736,43,0.16929133858267717,1267,0.03393843725335438,0.5265915932144107,0.6
60328,60218,org.codehaus.jackson:jackson-mapper-asl,commons-io:commons-io,0.006196884332563635,39,0.15354330708661418,841,0.04637336504161712,0.4918880641443985,0.6
60328,47,org.codehaus.jackson:jackson-mapper-asl,org.apache.httpcomponents:httpclient,0.006052132678931196,34,0.13385826771653545,606,0.056105610561056105,0.49641195747028016,0.6
60328,60310,org.codehaus.jackson:jackson-mapper-asl,commons-beanutils:commons-beanutils,0.005400970021684947,20,0.07874015748031496,264,0.07575757575757576,0.5672093928455091,0.6
63534,60407,poi:poi,org.apache.poi:poi,0.7130811029075279,17,1.0,26,0.6538461538461539,0.939075630252101,1.0
50,85,org.elasticsearch:elasticsearch,org.hamcrest:hamcrest-all,0.25160547206386036,9,1.0,40,0.225,0.7283068783068782,1.0
