fromLibrary,toLibrary,fromGroupArtifact,toGroupArtifact,inDepSeq,dataConfirmed
Permissions,PermissionsEx,com.liferay:com.liferay.application.list.user.personal.site.permissions,com.paypal.sdk:permissionssdk,0,FALSE
Permissions,PermissionsEx,com.liferay:com.liferay.application.list.user.personal.site.permissions,de.ebf:spring-granular-permissions,0,FALSE
Permissions,PermissionsEx,com.liferay:com.liferay.application.list.user.personal.site.permissions,org.jasig.portal:uPortal-security-permissions,0,FALSE
PermissionsEx,Permissions,org.jasig.portal:uPortal-security-permissions,com.liferay:com.liferay.application.list.user.personal.site.permissions,0,FALSE
PermissionsEx,Permissions,de.ebf:spring-granular-permissions,com.liferay:com.liferay.application.list.user.personal.site.permissions,0,FALSE
PermissionsEx,Permissions,com.paypal.sdk:permissionssdk,com.liferay:com.liferay.application.list.user.personal.site.permissions,0,FALSE
antlr,java-cup,antlr:antlr,edu.princeton.cup:java-cup,0,FALSE
antlr,parboiled,antlr:antlr,org.parboiled:parboiled-core,0,FALSE
antlr,parboiled,org.antlr:antlr,org.parboiled:parboiled-core,0,FALSE
antlr,jflex,org.antlr:antlr,de.jflex:jflex,0,FALSE
antlr,parboiled,org.antlr:antlr4-runtime,org.parboiled:parboiled-core,1,FALSE
antlr,jflex,org.antlr:antlr4,de.jflex:jflex,0,FALSE
antlr,java-cup,org.antlr:antlr4-runtime,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,FALSE
antlr,parboiled,org.antlr:antlr4,org.parboiled:parboiled-core,0,FALSE
antlr,java-cup,org.antlr:antlr4,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,FALSE
antlr,parboiled,org.antlr:antlr-runtime,org.parboiled:parboiled-java,0,FALSE
antlr,parboiled,org.antlr:antlr4,org.parboiled:parboiled-java,0,FALSE
antlr,parboiled,org.antlr:antlr-runtime,org.parboiled:parboiled-core,0,FALSE
antlr,java-cup,org.antlr:antlr,edu.princeton.cup:java-cup,0,FALSE
antlr,java-cup,antlr:antlr,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,FALSE
antlr,java-cup,org.antlr:antlr4-runtime,edu.princeton.cup:java-cup,0,FALSE
antlr,jflex,org.antlr:antlr-runtime,de.jflex:jflex,0,FALSE
antlr,java-cup,org.antlr:antlr-runtime,edu.princeton.cup:java-cup,0,FALSE
antlr,parboiled,org.antlr:antlr4-runtime,org.parboiled:parboiled-java,1,FALSE
antlr,java-cup,org.antlr:antlr-runtime,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,FALSE
antlr,parboiled,antlr:antlr,org.parboiled:parboiled-java,0,FALSE
antlr,parboiled,org.antlr:antlr,org.parboiled:parboiled-java,0,FALSE
antlr,jflex,antlr:antlr,de.jflex:jflex,0,FALSE
antlr,java-cup,org.antlr:antlr,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,FALSE
antlr,java-cup,org.antlr:antlr4,edu.princeton.cup:java-cup,0,FALSE
antlr,jflex,org.antlr:antlr4-runtime,de.jflex:jflex,0,FALSE
apache-mina,netty,org.kie.modules:org-apache-mina,io.netty:netty,0,FALSE
apache-mina,netty,org.kie.modules:org-apache-mina,io.netty:netty-all,0,FALSE
args4j,jline,args4j:args4j,jline:jline,10,FALSE
args4j,jline,args4j:args4j,org.sonatype.jline:jline,0,FALSE
args4j,jopt-simple,args4j:args4j,net.sf.jopt-simple:jopt-simple,6,TRUE
args4j,commons-cli,args4j:args4j,org.apache.mahout.commons:commons-cli,0,FALSE
args4j,jcommander,args4j:args4j,de.weltraumschaf.commons:jcommander,0,FALSE
args4j,commons-cli,args4j:args4j,commons-cli:commons-cli,10,FALSE
args4j,jline,args4j:args4j,org.jline:jline,0,FALSE
args4j,jcommander,args4j:args4j,com.beust:jcommander,2,FALSE
args4j,libreadline-java,args4j:args4j,org.aesh:aesh-readline,0,FALSE
args4j,java-getopt,args4j:args4j,urbanophile:java-getopt,0,FALSE
args4j,java-getopt,args4j:args4j,gnu.getopt:java-getopt,0,FALSE
args4j,jansi,args4j:args4j,org.fusesource.jansi:jansi,0,FALSE
asm,bcel,org.ow2.asm:asm-commons,org.apache.bcel:bcel,0,FALSE
asm,javassist,asm:asm-all,jboss:javassist,0,FALSE
asm,cglib,org.ow2.asm:asm-commons,cglib:cglib,1,FALSE
asm,bcel,asm:asm,bcel:bcel,0,FALSE
asm,javassist,asm:asm,jboss:javassist,6,FALSE
asm,javassist,org.ow2.asm:asm,javassist:javassist,2,FALSE
asm,bcel,asm:asm,org.apache.bcel:bcel,5,FALSE
asm,bcel,asm:asm-all,org.apache.bcel:bcel,0,FALSE
asm,javassist,org.ow2.asm:asm,org.javassist:javassist,6,FALSE
asm,javassist,org.ow2.asm:asm-all,jboss:javassist,0,FALSE
asm,javassist,asm:asm,javassist:javassist,34,TRUE
asm,cglib,asm:asm-all,cglib:cglib,11,FALSE
asm,bcel,org.ow2.asm:asm-all,bcel:bcel,0,FALSE
asm,javassist,org.ow2.asm:asm-all,javassist:javassist,0,FALSE
asm,javassist,org.ow2.asm:asm,jboss:javassist,0,FALSE
asm,javassist,org.ow2.asm:asm-commons,javassist:javassist,1,FALSE
asm,bcel,org.ow2.asm:asm,bcel:bcel,0,FALSE
asm,bcel,org.ow2.asm:asm-commons,bcel:bcel,0,FALSE
asm,javassist,asm:asm-all,javassist:javassist,0,FALSE
asm,cglib,asm:asm,cglib:cglib,46,FALSE
asm,cglib,org.ow2.asm:asm,cglib:cglib,26,FALSE
asm,bcel,asm:asm-all,bcel:bcel,2,FALSE
asm,javassist,org.ow2.asm:asm-all,org.javassist:javassist,39,FALSE
asm,bcel,org.ow2.asm:asm,org.apache.bcel:bcel,0,FALSE
asm,javassist,org.ow2.asm:asm-commons,jboss:javassist,0,FALSE
asm,javassist,asm:asm,org.javassist:javassist,37,FALSE
asm,bcel,org.ow2.asm:asm-all,org.apache.bcel:bcel,0,FALSE
asm,javassist,org.ow2.asm:asm-commons,org.javassist:javassist,3,FALSE
asm,cglib,org.ow2.asm:asm-all,cglib:cglib,2,FALSE
asm,javassist,asm:asm-all,org.javassist:javassist,1,FALSE
backport-util-concurrent,concurrent,backport-util-concurrent:backport-util-concurrent,concurrent:concurrent,9,FALSE
backport-util-concurrent,concurrent,backport-util-concurrent:backport-util-concurrent,io.airlift:concurrent,0,FALSE
backport-util-concurrent,concurrent,backport-util-concurrent:backport-util-concurrent,com.facebook.airlift:concurrent,0,FALSE
bcel,javassist,bcel:bcel,org.javassist:javassist,0,FALSE
bcel,asm,org.apache.bcel:bcel,org.ow2.asm:asm,0,FALSE
bcel,cglib,org.apache.bcel:bcel,cglib:cglib,20,FALSE
bcel,javassist,org.apache.bcel:bcel,org.javassist:javassist,0,FALSE
bcel,asm,bcel:bcel,asm:asm,0,FALSE
bcel,javassist,org.apache.bcel:bcel,javassist:javassist,1,FALSE
bcel,cglib,bcel:bcel,cglib:cglib,0,FALSE
bcel,asm,org.apache.bcel:bcel,org.ow2.asm:asm-commons,0,FALSE
bcel,asm,bcel:bcel,org.ow2.asm:asm,0,FALSE
bcel,asm,bcel:bcel,org.ow2.asm:asm-all,2,FALSE
bcel,asm,bcel:bcel,asm:asm-all,0,FALSE
bcel,asm,org.apache.bcel:bcel,asm:asm,1,FALSE
bcel,javassist,bcel:bcel,jboss:javassist,0,FALSE
bcel,javassist,bcel:bcel,javassist:javassist,0,FALSE
bcel,asm,bcel:bcel,org.ow2.asm:asm-commons,0,FALSE
bcel,asm,org.apache.bcel:bcel,org.ow2.asm:asm-all,1,FALSE
bcel,javassist,org.apache.bcel:bcel,jboss:javassist,0,FALSE
bcel,asm,org.apache.bcel:bcel,asm:asm-all,0,FALSE
cassandra,hbase,org.apache.cassandra:cassandra-all,org.apache.hbase:hbase-server,0,FALSE
cassandra,h2,com.datastax.cassandra:cassandra-driver-core,com.h2database:h2,16,FALSE
cassandra,sqlite-jdbc,com.datastax.cassandra:cassandra-driver-core,org.xerial:sqlite-jdbc,7,FALSE
cassandra,infinispan,com.datastax.cassandra:cassandra-driver-core,org.infinispan:infinispan-core,12,FALSE
cassandra,hazelcast,org.apache.cassandra:cassandra-all,com.hazelcast:hazelcast-client,0,FALSE
cassandra,postgresql,com.datastax.cassandra:cassandra-driver-core,postgresql:postgresql,0,FALSE
cassandra,derby,com.datastax.cassandra:cassandra-driver-core,org.apache.derby:derbyclient,0,FALSE
cassandra,derby,com.datastax.cassandra:cassandra-driver-core,org.apache.derby:derby,5,FALSE
cassandra,sqlite-jdbc,org.apache.cassandra:cassandra-all,org.wisdom-framework:sqlite-jdbc,0,FALSE
cassandra,postgresql,com.datastax.cassandra:cassandra-driver-core,org.postgresql:postgresql,16,FALSE
cassandra,h2,org.apache.cassandra:cassandra-all,com.h2database:h2,15,FALSE
cassandra,hbase,com.datastax.cassandra:cassandra-driver-core,org.apache.hbase:hbase-client,2,FALSE
cassandra,postgresql,org.apache.cassandra:cassandra-all,postgresql:postgresql,0,FALSE
cassandra,mongo-java-driver,com.datastax.cassandra:cassandra-driver-core,org.mongodb:mongo-java-driver,2,FALSE
cassandra,hazelcast,com.datastax.cassandra:cassandra-driver-core,com.hazelcast:hazelcast-client,10,FALSE
cassandra,hsqldb,com.datastax.cassandra:cassandra-driver-core,hsqldb:hsqldb,0,FALSE
cassandra,sqljet,com.datastax.cassandra:cassandra-driver-core,org.tmatesoft.sqljet:sqljet,0,FALSE
cassandra,hsqldb,org.apache.cassandra:cassandra-all,hsqldb:hsqldb,0,FALSE
cassandra,hbase,org.apache.cassandra:cassandra-all,org.apache.hbase:hbase,8,FALSE
cassandra,postgresql,org.apache.cassandra:cassandra-all,org.postgresql:postgresql,6,FALSE
cassandra,mongo-java-driver,org.apache.cassandra:cassandra-all,org.mongodb:mongo-java-driver,7,FALSE
cassandra,hazelcast,org.apache.cassandra:cassandra-all,com.hazelcast:hazelcast,1,FALSE
cassandra,derby,org.apache.cassandra:cassandra-all,org.apache.derby:derby,1,FALSE
cassandra,hsqldb,com.datastax.cassandra:cassandra-driver-core,org.hsqldb:hsqldb,5,FALSE
cassandra,sqlite-jdbc,org.apache.cassandra:cassandra-all,org.xerial:sqlite-jdbc,0,FALSE
cassandra,neo4j,com.datastax.cassandra:cassandra-driver-core,org.neo4j:neo4j,3,FALSE
cassandra,hsqldb,org.apache.cassandra:cassandra-all,org.hsqldb:hsqldb,8,FALSE
cassandra,neo4j,org.apache.cassandra:cassandra-all,org.neo4j:neo4j,0,FALSE
cassandra,sqlite-jdbc,com.datastax.cassandra:cassandra-driver-core,org.wisdom-framework:sqlite-jdbc,0,FALSE
cassandra,infinispan,org.apache.cassandra:cassandra-all,org.infinispan:infinispan-core,4,FALSE
cassandra,hbase,com.datastax.cassandra:cassandra-driver-core,org.apache.hbase:hbase,1,FALSE
cassandra,hbase,com.datastax.cassandra:cassandra-driver-core,org.apache.hbase:hbase-server,0,FALSE
cassandra,derby,org.apache.cassandra:cassandra-all,org.apache.derby:derbyclient,0,FALSE
cassandra,hazelcast,com.datastax.cassandra:cassandra-driver-core,com.hazelcast:hazelcast,11,FALSE
cassandra,hbase,org.apache.cassandra:cassandra-all,org.apache.hbase:hbase-client,0,FALSE
cassandra,sqljet,org.apache.cassandra:cassandra-all,org.tmatesoft.sqljet:sqljet,0,FALSE
castor,jibx,org.codehaus.castor:castor,org.jibx:jibx-extras,0,FALSE
castor,jibx,org.codehaus.castor:castor,org.jibx:jibx-run,4,FALSE
castor,jibx,org.codehaus.castor:castor,org.jibx:jibx-bind,3,FALSE
castor,jibx,castor:castor,org.jibx:jibx-bind,0,FALSE
castor,jibx,castor:castor,org.jibx:jibx-run,0,FALSE
castor,jibx,org.codehaus.castor:castor-core,org.jibx:jibx-bind,0,FALSE
castor,jibx,org.codehaus.castor:castor-core,org.jibx:jibx-extras,0,FALSE
castor,jibx,castor:castor,org.jibx:jibx-extras,0,FALSE
castor,jibx,org.codehaus.castor:castor-core,org.jibx:jibx-run,0,FALSE
cglib,asm,cglib:cglib,asm:asm,42,FALSE
cglib,bcel,cglib:cglib,org.apache.bcel:bcel,21,FALSE
cglib,asm,cglib:cglib,org.ow2.asm:asm-commons,6,FALSE
cglib,bcel,cglib:cglib,bcel:bcel,2,FALSE
cglib,asm,cglib:cglib,org.ow2.asm:asm-all,3,FALSE
cglib,javassist,cglib:cglib,jboss:javassist,0,FALSE
cglib,asm,cglib:cglib,asm:asm-all,9,FALSE
cglib,asm,cglib:cglib,org.ow2.asm:asm,39,FALSE
cglib,javassist,cglib:cglib,org.javassist:javassist,18,FALSE
cglib,javassist,cglib:cglib,javassist:javassist,41,FALSE
collections-generic,samskivert,net.sourceforge.collections:collections-generic,com.samskivert:samskivert,0,FALSE
collections-generic,joda-time,net.sourceforge.collections:collections-generic,joda-time:joda-time,13,FALSE
collections-generic,mahout,net.sourceforge.collections:collections-generic,org.apache.mahout:mahout-core,0,FALSE
collections-generic,trove4j,net.sourceforge.collections:collections-generic,net.sf.trove4j:trove4j,1,FALSE
collections-generic,javolution,net.sourceforge.collections:collections-generic,javolution:javolution,1,FALSE
collections-generic,javolution,net.sourceforge.collections:collections-generic,org.javolution:javolution,0,FALSE
collections-generic,commons-lang,net.sourceforge.collections:collections-generic,org.apache.commons:commons-lang3,38,FALSE
collections-generic,colt,net.sourceforge.collections:collections-generic,colt:colt,9,FALSE
collections-generic,fastutil,net.sourceforge.collections:collections-generic,fastutil:fastutil,1,FALSE
collections-generic,guava,net.sourceforge.collections:collections-generic,com.google.guava:guava,20,TRUE
collections-generic,high-scale-lib,net.sourceforge.collections:collections-generic,com.boundary:high-scale-lib,0,FALSE
collections-generic,commons-collections,net.sourceforge.collections:collections-generic,org.apache.commons:commons-collections4,2,FALSE
collections-generic,hppc,net.sourceforge.collections:collections-generic,com.carrotsearch:hppc,5,FALSE
collections-generic,mahout,net.sourceforge.collections:collections-generic,org.apache.mahout:mahout-collections,0,FALSE
collections-generic,commons-lang,net.sourceforge.collections:collections-generic,commons-lang:commons-lang,8,FALSE
collections-generic,mahout,net.sourceforge.collections:collections-generic,org.apache.mahout:mahout-math,0,FALSE
collections-generic,lambdaj,net.sourceforge.collections:collections-generic,com.googlecode.lambdaj:lambdaj,1,FALSE
collections-generic,fastutil,net.sourceforge.collections:collections-generic,it.unimi.dsi:fastutil,3,FALSE
collections-generic,mahout,net.sourceforge.collections:collections-generic,org.apache.mahout:mahout,0,FALSE
collections-generic,commons-collections,net.sourceforge.collections:collections-generic,commons-collections:commons-collections,4,FALSE
colt,commons-lang,colt:colt,commons-lang:commons-lang,21,FALSE
colt,joda-time,colt:colt,joda-time:joda-time,4,FALSE
colt,javolution,colt:colt,org.javolution:javolution,0,FALSE
colt,mahout,colt:colt,org.apache.mahout:mahout-collections,0,FALSE
colt,fastutil,colt:colt,it.unimi.dsi:fastutil,24,FALSE
colt,guava,colt:colt,com.google.guava:guava,29,FALSE
colt,mahout,colt:colt,org.apache.mahout:mahout,0,FALSE
colt,commons-collections,colt:colt,commons-collections:commons-collections,24,FALSE
colt,high-scale-lib,colt:colt,com.boundary:high-scale-lib,0,FALSE
colt,fastutil,colt:colt,fastutil:fastutil,1,FALSE
colt,trove4j,colt:colt,net.sf.trove4j:trove4j,8,FALSE
colt,commons-lang,colt:colt,org.apache.commons:commons-lang3,7,FALSE
colt,lambdaj,colt:colt,com.googlecode.lambdaj:lambdaj,0,FALSE
colt,hppc,colt:colt,com.carrotsearch:hppc,2,FALSE
colt,samskivert,colt:colt,com.samskivert:samskivert,0,FALSE
colt,javolution,colt:colt,javolution:javolution,0,FALSE
colt,mahout,colt:colt,org.apache.mahout:mahout-core,0,FALSE
colt,collections-generic,colt:colt,net.sourceforge.collections:collections-generic,15,FALSE
colt,commons-collections,colt:colt,org.apache.commons:commons-collections4,2,FALSE
colt,mahout,colt:colt,org.apache.mahout:mahout-math,2,TRUE
commons-cli,libreadline-java,commons-cli:commons-cli,org.aesh:aesh-readline,1,FALSE
commons-cli,jansi,org.apache.mahout.commons:commons-cli,org.fusesource.jansi:jansi,0,FALSE
commons-cli,jline,commons-cli:commons-cli,org.sonatype.jline:jline,0,FALSE
commons-cli,jcommander,commons-cli:commons-cli,de.weltraumschaf.commons:jcommander,0,FALSE
commons-cli,java-getopt,org.apache.mahout.commons:commons-cli,urbanophile:java-getopt,0,FALSE
commons-cli,jline,commons-cli:commons-cli,jline:jline,66,FALSE
commons-cli,jopt-simple,org.apache.mahout.commons:commons-cli,net.sf.jopt-simple:jopt-simple,0,FALSE
commons-cli,args4j,org.apache.mahout.commons:commons-cli,args4j:args4j,0,FALSE
commons-cli,jline,org.apache.mahout.commons:commons-cli,jline:jline,0,FALSE
commons-cli,libreadline-java,org.apache.mahout.commons:commons-cli,org.aesh:aesh-readline,0,FALSE
commons-cli,jline,commons-cli:commons-cli,org.jline:jline,0,FALSE
commons-cli,jcommander,org.apache.mahout.commons:commons-cli,de.weltraumschaf.commons:jcommander,0,FALSE
commons-cli,args4j,commons-cli:commons-cli,args4j:args4j,13,TRUE
commons-cli,jansi,commons-cli:commons-cli,org.fusesource.jansi:jansi,31,FALSE
commons-cli,jcommander,org.apache.mahout.commons:commons-cli,com.beust:jcommander,0,FALSE
commons-cli,java-getopt,org.apache.mahout.commons:commons-cli,gnu.getopt:java-getopt,0,FALSE
commons-cli,jopt-simple,commons-cli:commons-cli,net.sf.jopt-simple:jopt-simple,9,TRUE
commons-cli,jline,org.apache.mahout.commons:commons-cli,org.sonatype.jline:jline,0,FALSE
commons-cli,jline,org.apache.mahout.commons:commons-cli,org.jline:jline,0,FALSE
commons-cli,jcommander,commons-cli:commons-cli,com.beust:jcommander,76,TRUE
commons-cli,java-getopt,commons-cli:commons-cli,urbanophile:java-getopt,2,FALSE
commons-cli,java-getopt,commons-cli:commons-cli,gnu.getopt:java-getopt,17,FALSE
commons-codec,jasypt,commons-codec:commons-codec,org.jasypt:jasypt,16,FALSE
commons-collections,mahout,commons-collections:commons-collections,org.apache.mahout:mahout-core,0,FALSE
commons-collections,commons-lang,commons-collections:commons-collections,org.apache.commons:commons-lang3,496,TRUE
commons-collections,joda-time,org.apache.commons:commons-collections4,joda-time:joda-time,47,FALSE
commons-collections,trove4j,org.apache.commons:commons-collections4,net.sf.trove4j:trove4j,3,FALSE
commons-collections,javolution,commons-collections:commons-collections,javolution:javolution,7,FALSE
commons-collections,mahout,org.apache.commons:commons-collections4,org.apache.mahout:mahout,0,FALSE
commons-collections,samskivert,commons-collections:commons-collections,com.samskivert:samskivert,0,FALSE
commons-collections,javolution,commons-collections:commons-collections,org.javolution:javolution,0,FALSE
commons-collections,mahout,commons-collections:commons-collections,org.apache.mahout:mahout-math,0,FALSE
commons-collections,lambdaj,commons-collections:commons-collections,com.googlecode.lambdaj:lambdaj,5,FALSE
commons-collections,samskivert,org.apache.commons:commons-collections4,com.samskivert:samskivert,0,FALSE
commons-collections,joda-time,commons-collections:commons-collections,joda-time:joda-time,210,FALSE
commons-collections,mahout,commons-collections:commons-collections,org.apache.mahout:mahout-collections,0,FALSE
commons-collections,guava,commons-collections:commons-collections,com.google.guava:guava,376,TRUE
commons-collections,commons-lang,commons-collections:commons-collections,commons-lang:commons-lang,617,FALSE
commons-collections,collections-generic,commons-collections:commons-collections,net.sourceforge.collections:collections-generic,15,TRUE
commons-collections,colt,org.apache.commons:commons-collections4,colt:colt,0,FALSE
commons-collections,javolution,org.apache.commons:commons-collections4,org.javolution:javolution,0,FALSE
commons-collections,fastutil,org.apache.commons:commons-collections4,it.unimi.dsi:fastutil,1,FALSE
commons-collections,collections-generic,org.apache.commons:commons-collections4,net.sourceforge.collections:collections-generic,11,FALSE
commons-collections,guava,org.apache.commons:commons-collections4,com.google.guava:guava,78,TRUE
commons-collections,mahout,commons-collections:commons-collections,org.apache.mahout:mahout,0,FALSE
commons-collections,lambdaj,org.apache.commons:commons-collections4,com.googlecode.lambdaj:lambdaj,6,FALSE
commons-collections,mahout,org.apache.commons:commons-collections4,org.apache.mahout:mahout-core,1,FALSE
commons-collections,mahout,org.apache.commons:commons-collections4,org.apache.mahout:mahout-math,1,FALSE
commons-collections,mahout,org.apache.commons:commons-collections4,org.apache.mahout:mahout-collections,0,FALSE
commons-collections,fastutil,org.apache.commons:commons-collections4,fastutil:fastutil,1,FALSE
commons-collections,trove4j,commons-collections:commons-collections,net.sf.trove4j:trove4j,7,FALSE
commons-collections,colt,commons-collections:commons-collections,colt:colt,17,FALSE
commons-collections,high-scale-lib,org.apache.commons:commons-collections4,com.boundary:high-scale-lib,0,FALSE
commons-collections,javolution,org.apache.commons:commons-collections4,javolution:javolution,0,FALSE
commons-collections,commons-lang,org.apache.commons:commons-collections4,commons-lang:commons-lang,23,FALSE
commons-collections,fastutil,commons-collections:commons-collections,fastutil:fastutil,0,FALSE
commons-collections,hppc,commons-collections:commons-collections,com.carrotsearch:hppc,7,FALSE
commons-collections,hppc,org.apache.commons:commons-collections4,com.carrotsearch:hppc,0,FALSE
commons-collections,high-scale-lib,commons-collections:commons-collections,com.boundary:high-scale-lib,1,FALSE
commons-collections,fastutil,commons-collections:commons-collections,it.unimi.dsi:fastutil,32,FALSE
commons-compress,jzlib,org.apache.commons:commons-compress,com.jcraft:jzlib,1,FALSE
commons-compress,shrinkwrap,org.apache.commons:commons-compress,org.jboss.shrinkwrap:shrinkwrap-api,1,FALSE
commons-compress,compress-lzf,org.apache.commons:commons-compress,com.ning:compress-lzf,1,FALSE
commons-httpclient,httpcore,commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpcore,235,TRUE
commons-httpclient,signpost,commons-httpclient:commons-httpclient,oauth.signpost:signpost-core,1,FALSE
commons-httpclient,httpclient,commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpmime,94,TRUE
commons-httpclient,httpclient,commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpclient,707,TRUE
commons-httpclient,scribe,commons-httpclient:commons-httpclient,org.scribe:scribe,0,FALSE
commons-lang,commons-collections,org.apache.commons:commons-lang3,commons-collections:commons-collections,321,FALSE
commons-lang,fastutil,commons-lang:commons-lang,it.unimi.dsi:fastutil,16,FALSE
commons-lang,javolution,org.apache.commons:commons-lang3,org.javolution:javolution,0,FALSE
commons-lang,samskivert,commons-lang:commons-lang,com.samskivert:samskivert,0,FALSE
commons-lang,mahout,org.apache.commons:commons-lang3,org.apache.mahout:mahout-math,3,FALSE
commons-lang,javolution,commons-lang:commons-lang,org.javolution:javolution,0,FALSE
commons-lang,high-scale-lib,commons-lang:commons-lang,com.boundary:high-scale-lib,1,FALSE
commons-lang,mahout,commons-lang:commons-lang,org.apache.mahout:mahout-collections,1,FALSE
commons-lang,lambdaj,org.apache.commons:commons-lang3,com.googlecode.lambdaj:lambdaj,6,FALSE
commons-lang,guava,commons-lang:commons-lang,com.google.guava:guava,738,TRUE
commons-lang,guava,org.apache.commons:commons-lang3,com.google.guava:guava,449,FALSE
commons-lang,trove4j,org.apache.commons:commons-lang3,net.sf.trove4j:trove4j,23,FALSE
commons-lang,collections-generic,commons-lang:commons-lang,net.sourceforge.collections:collections-generic,13,FALSE
commons-lang,hppc,commons-lang:commons-lang,com.carrotsearch:hppc,10,FALSE
commons-lang,mahout,commons-lang:commons-lang,org.apache.mahout:mahout,0,FALSE
commons-lang,commons-collections,commons-lang:commons-lang,commons-collections:commons-collections,969,FALSE
commons-lang,fastutil,org.apache.commons:commons-lang3,fastutil:fastutil,1,FALSE
commons-lang,javolution,org.apache.commons:commons-lang3,javolution:javolution,1,FALSE
commons-lang,mahout,org.apache.commons:commons-lang3,org.apache.mahout:mahout,0,FALSE
commons-lang,lambdaj,commons-lang:commons-lang,com.googlecode.lambdaj:lambdaj,10,FALSE
commons-lang,fastutil,org.apache.commons:commons-lang3,it.unimi.dsi:fastutil,26,FALSE
commons-lang,colt,org.apache.commons:commons-lang3,colt:colt,11,FALSE
commons-lang,collections-generic,org.apache.commons:commons-lang3,net.sourceforge.collections:collections-generic,8,FALSE
commons-lang,javolution,commons-lang:commons-lang,javolution:javolution,3,FALSE
commons-lang,mahout,org.apache.commons:commons-lang3,org.apache.mahout:mahout-collections,0,FALSE
commons-lang,commons-collections,commons-lang:commons-lang,org.apache.commons:commons-collections4,206,TRUE
commons-lang,mahout,org.apache.commons:commons-lang3,org.apache.mahout:mahout-core,0,FALSE
commons-lang,mahout,commons-lang:commons-lang,org.apache.mahout:mahout-math,1,FALSE
commons-lang,high-scale-lib,org.apache.commons:commons-lang3,com.boundary:high-scale-lib,1,FALSE
commons-lang,hppc,org.apache.commons:commons-lang3,com.carrotsearch:hppc,17,FALSE
commons-lang,joda-time,org.apache.commons:commons-lang3,joda-time:joda-time,127,FALSE
commons-lang,mahout,commons-lang:commons-lang,org.apache.mahout:mahout-core,2,FALSE
commons-lang,colt,commons-lang:commons-lang,colt:colt,10,FALSE
commons-lang,trove4j,commons-lang:commons-lang,net.sf.trove4j:trove4j,18,FALSE
commons-lang,samskivert,org.apache.commons:commons-lang3,com.samskivert:samskivert,0,FALSE
commons-lang,joda-time,commons-lang:commons-lang,joda-time:joda-time,323,FALSE
commons-lang,fastutil,commons-lang:commons-lang,fastutil:fastutil,5,FALSE
commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:jcl-over-slf4j,24,TRUE
commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-jdk14,2,TRUE
commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:jcl-over-slf4j,39,TRUE
commons-logging,log4j,org.apache.logging.log4j:log4j-slf4j-impl,log4j:log4j,61,TRUE
commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-jcl,5,FALSE
commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-nop,4,FALSE
commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:log4j-over-slf4j,29,TRUE
commons-logging,slf4j,commons-logging:commons-logging,org.slf4j:slf4j-android,3,FALSE
commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-android,0,FALSE
commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-log4j12,76,TRUE
commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-site,0,FALSE
commons-logging,logback,commons-logging:commons-logging-api,ch.qos.logback:logback-core,1,FALSE
commons-logging,log4j,commons-logging:commons-logging-api,log4j:log4j,104,FALSE
commons-logging,slf4j,commons-logging:commons-logging,org.slf4j:slf4j-site,0,FALSE
commons-logging,logback,commons-logging:commons-logging,ch.qos.logback:logback-core,89,TRUE
commons-logging,log4j,commons-logging:commons-logging-api,org.apache.logging.log4j:log4j-api,3,FALSE
commons-logging,logback,org.apache.logging.log4j:log4j-slf4j-impl,ch.qos.logback:logback-core,450,TRUE
commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-log4j12,70,TRUE
commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-ext,0,FALSE
commons-logging,slf4j,commons-logging:commons-logging,org.slf4j:slf4j-nop,31,TRUE
commons-logging,log4j,commons-logging:commons-logging,org.apache.logging.log4j:log4j-core,127,TRUE
commons-logging,log4j,commons-logging:commons-logging,log4j:log4j,782,TRUE
commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:log4j-over-slf4j,13,TRUE
commons-logging,log4j,commons-logging:commons-logging,org.apache.logging.log4j:log4j-api,92,TRUE
commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-nop,93,FALSE
commons-logging,log4j,commons-logging:commons-logging-api,org.apache.logging.log4j:log4j-core,5,FALSE
