fromLib,toLib,repoName,fileName,startCommit,endCommit,startCommitChanges,endCommitChanges,startCommitMessage,endCommitMessage,startCommitTime,endCommitTime
ch.qos.logback:logback-classic,org.slf4j:slf4j-nop,morimekta_providence,providence-thrift/pom.xml,aef9edf8e7da8062bd70cbe2a4b076f1598c4068,aef9edf8e7da8062bd70cbe2a4b076f1598c4068,"+org.slf4j:slf4j-nop
-ch.qos.logback:logback-classic","+org.slf4j:slf4j-nop
-ch.qos.logback:logback-classic","Use slf4j-simple instead of logback.

It uses way less class and configuration-space, and we try to avoid
""logging"" output from the tools anyway.
","Use slf4j-simple instead of logback.

It uses way less class and configuration-space, and we try to avoid
""logging"" output from the tools anyway.
",2016-09-29 16:06:24+02:00,2016-09-29 16:06:24+02:00
ch.qos.logback:logback-classic,org.slf4j:slf4j-log4j12,wosyingjun_beauty_ssm_cluster,pom.xml,3b37226898c259be04ba90577bd5391c70acd306,3b37226898c259be04ba90577bd5391c70acd306,"+log4j:log4j
+org.slf4j:slf4j-api
+org.slf4j:slf4j-log4j12
-ch.qos.logback:logback-classic","+log4j:log4j
+org.slf4j:slf4j-api
+org.slf4j:slf4j-log4j12
-ch.qos.logback:logback-classic","日志采用log4j
","日志采用log4j
",2016-07-17 15:06:51+08:00,2016-07-17 15:06:51+08:00
ch.qos.logback:logback-classic,org.slf4j:slf4j-api,wosyingjun_beauty_ssm_cluster,pom.xml,3b37226898c259be04ba90577bd5391c70acd306,3b37226898c259be04ba90577bd5391c70acd306,"+log4j:log4j
+org.slf4j:slf4j-api
+org.slf4j:slf4j-log4j12
-ch.qos.logback:logback-classic","+log4j:log4j
+org.slf4j:slf4j-api
+org.slf4j:slf4j-log4j12
-ch.qos.logback:logback-classic","日志采用log4j
","日志采用log4j
",2016-07-17 15:06:51+08:00,2016-07-17 15:06:51+08:00
ch.qos.logback:logback-core,org.apache.logging.log4j:log4j-slf4j-impl,qwazr_QWAZR,qwazr-server/pom.xml,baccf19fc76125b7a728441c7d6ca1740fd645c4,baccf19fc76125b7a728441c7d6ca1740fd645c4,"+org.apache.logging.log4j:log4j-slf4j-impl
+org.apache.logging.log4j:log4j-core
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","+org.apache.logging.log4j:log4j-slf4j-impl
+org.apache.logging.log4j:log4j-core
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","Merge pull request #569 from emmanuel-keller/master

Switch to log4j2 (server), add access logs","Merge pull request #569 from emmanuel-keller/master

Switch to log4j2 (server), add access logs",2016-06-07 10:33:26+02:00,2016-06-07 10:33:26+02:00
ch.qos.logback:logback-core,org.apache.logging.log4j:log4j-api,spotify_logging-java,pom.xml,f2376069c351f36914b8fd751fb251063c643402,f2376069c351f36914b8fd751fb251063c643402,"+org.apache.maven.scm:maven-scm-provider-gitexe
+org.apache.logging.log4j:log4j-core
+org.apache.logging.log4j:log4j-api
+org.apache.logging.log4j:log4j-slf4j-impl
+com.lmax:disruptor
+net.kencochrane.raven:raven-log4j2
-net.kencochrane.raven:raven-logback
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","+org.apache.maven.scm:maven-scm-provider-gitexe
+org.apache.logging.log4j:log4j-core
+org.apache.logging.log4j:log4j-api
+org.apache.logging.log4j:log4j-slf4j-impl
+com.lmax:disruptor
+net.kencochrane.raven:raven-log4j2
-net.kencochrane.raven:raven-logback
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","use log4j2 instead of logback

log4j2 offers robustness and (particularly) performance improvements
over both log4j and logback.

As this is a potentially breaking change for users, also make a new
major release version: 3.0.0","use log4j2 instead of logback

log4j2 offers robustness and (particularly) performance improvements
over both log4j and logback.

As this is a potentially breaking change for users, also make a new
major release version: 3.0.0",2015-02-08 23:47:57+01:00,2015-02-08 23:47:57+01:00
ch.qos.logback:logback-core,org.apache.logging.log4j:log4j-slf4j-impl,spotify_logging-java,pom.xml,f2376069c351f36914b8fd751fb251063c643402,f2376069c351f36914b8fd751fb251063c643402,"+org.apache.maven.scm:maven-scm-provider-gitexe
+org.apache.logging.log4j:log4j-core
+org.apache.logging.log4j:log4j-api
+org.apache.logging.log4j:log4j-slf4j-impl
+com.lmax:disruptor
+net.kencochrane.raven:raven-log4j2
-net.kencochrane.raven:raven-logback
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","+org.apache.maven.scm:maven-scm-provider-gitexe
+org.apache.logging.log4j:log4j-core
+org.apache.logging.log4j:log4j-api
+org.apache.logging.log4j:log4j-slf4j-impl
+com.lmax:disruptor
+net.kencochrane.raven:raven-log4j2
-net.kencochrane.raven:raven-logback
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","use log4j2 instead of logback

log4j2 offers robustness and (particularly) performance improvements
over both log4j and logback.

As this is a potentially breaking change for users, also make a new
major release version: 3.0.0","use log4j2 instead of logback

log4j2 offers robustness and (particularly) performance improvements
over both log4j and logback.

As this is a potentially breaking change for users, also make a new
major release version: 3.0.0",2015-02-08 23:47:57+01:00,2015-02-08 23:47:57+01:00
ch.qos.logback:logback-core,org.apache.logging.log4j:log4j-api,semuxproject_semux,pom.xml,e7c0a0f6ca18075ce78971629aa2a33571c4e0d2,e7c0a0f6ca18075ce78971629aa2a33571c4e0d2,"+org.apache.logging.log4j:log4j-api
+org.apache.logging.log4j:log4j-slf4j-impl
+org.apache.logging.log4j:log4j-core
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","+org.apache.logging.log4j:log4j-api
+org.apache.logging.log4j:log4j-slf4j-impl
+org.apache.logging.log4j:log4j-core
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","Util: replace logback with log4j2 for higher performance
","Util: replace logback with log4j2 for higher performance
",2018-01-13 17:16:50+08:00,2018-01-13 17:16:50+08:00
ch.qos.logback:logback-core,org.apache.logging.log4j:log4j-slf4j-impl,semuxproject_semux,pom.xml,e7c0a0f6ca18075ce78971629aa2a33571c4e0d2,e7c0a0f6ca18075ce78971629aa2a33571c4e0d2,"+org.apache.logging.log4j:log4j-api
+org.apache.logging.log4j:log4j-slf4j-impl
+org.apache.logging.log4j:log4j-core
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","+org.apache.logging.log4j:log4j-api
+org.apache.logging.log4j:log4j-slf4j-impl
+org.apache.logging.log4j:log4j-core
-ch.qos.logback:logback-classic
-ch.qos.logback:logback-core","Util: replace logback with log4j2 for higher performance
","Util: replace logback with log4j2 for higher performance
",2018-01-13 17:16:50+08:00,2018-01-13 17:16:50+08:00
com.alibaba:fastjson,com.fasterxml.jackson.core:jackson-core,a805748009_nafos,core/pom.xml,4dcef8ea4c6d06d630125b5682de0310b24fa94a,4dcef8ea4c6d06d630125b5682de0310b24fa94a,"+net.sf.json-lib:json-lib
+org.codehaus.jackson:jackson-core-asl
+com.fasterxml.jackson.core:jackson-core
+com.fasterxml.jackson.core:jackson-databind
+org.codehaus.jackson:jackson-mapper-asl
+com.fasterxml.jackson.core:jackson-annotations
-com.google.code.gson:gson
-com.alibaba:fastjson","+net.sf.json-lib:json-lib
+org.codehaus.jackson:jackson-core-asl
+com.fasterxml.jackson.core:jackson-core
+com.fasterxml.jackson.core:jackson-databind
+org.codehaus.jackson:jackson-mapper-asl
+com.fasterxml.jackson.core:jackson-annotations
-com.google.code.gson:gson
-com.alibaba:fastjson","修改JSON为jackson
","修改JSON为jackson
",2018-10-16 16:31:01+08:00,2018-10-16 16:31:01+08:00
com.fasterxml.jackson.core:jackson-databind,org.codehaus.jackson:jackson-mapper-asl,Unicon_cas-addons,pom.xml,dfbb75089f20fcdca66fc52ebbedad8beb04ca7a,dfbb75089f20fcdca66fc52ebbedad8beb04ca7a,"+org.slf4j:jcl-over-slf4j
+org.codehaus.jackson:jackson-core-asl
+org.slf4j:slf4j-log4j12
+org.slf4j:slf4j-api
+org.apache.httpcomponents:httpclient
+org.codehaus.jackson:jackson-mapper-asl
+org.springframework:spring-web
-com.fasterxml.jackson.core:jackson-databind","+org.slf4j:jcl-over-slf4j
+org.codehaus.jackson:jackson-core-asl
+org.slf4j:slf4j-log4j12
+org.slf4j:slf4j-api
+org.apache.httpcomponents:httpclient
+org.codehaus.jackson:jackson-mapper-asl
+org.springframework:spring-web
-com.fasterxml.jackson.core:jackson-databind","Added support for Stormpath AuthN handler. Switched Jackson library to provide support for Spring REST Json calls. Switched ObjectMapper for all all classes to match the new reference.
","Added support for Stormpath AuthN handler. Switched Jackson library to provide support for Spring REST Json calls. Switched ObjectMapper for all all classes to match the new reference.
",2012-07-21 17:29:52-07:00,2012-07-21 17:29:52-07:00
com.fasterxml.jackson.core:jackson-databind,org.codehaus.jackson:jackson-mapper-asl,bjornharrtell_jts2geojson,pom.xml,408cc5e1761256a5871029a64b0d91024adb5039,408cc5e1761256a5871029a64b0d91024adb5039,"+org.codehaus.jackson:jackson-mapper-asl
+org.codehaus.jackson:jackson-core-asl
-com.fasterxml.jackson.core:jackson-databind","+org.codehaus.jackson:jackson-mapper-asl
+org.codehaus.jackson:jackson-core-asl
-com.fasterxml.jackson.core:jackson-databind",Depend on older jackson version for compatibility reasons,Depend on older jackson version for compatibility reasons,2013-10-16 14:10:04+02:00,2013-10-16 14:10:04+02:00
com.google.code.gson:gson,com.fasterxml.jackson.core:jackson-core,a805748009_nafos,core/pom.xml,4dcef8ea4c6d06d630125b5682de0310b24fa94a,4dcef8ea4c6d06d630125b5682de0310b24fa94a,"+net.sf.json-lib:json-lib
+org.codehaus.jackson:jackson-core-asl
+com.fasterxml.jackson.core:jackson-core
+com.fasterxml.jackson.core:jackson-databind
+org.codehaus.jackson:jackson-mapper-asl
+com.fasterxml.jackson.core:jackson-annotations
-com.google.code.gson:gson
-com.alibaba:fastjson","+net.sf.json-lib:json-lib
+org.codehaus.jackson:jackson-core-asl
+com.fasterxml.jackson.core:jackson-core
+com.fasterxml.jackson.core:jackson-databind
+org.codehaus.jackson:jackson-mapper-asl
+com.fasterxml.jackson.core:jackson-annotations
-com.google.code.gson:gson
-com.alibaba:fastjson","修改JSON为jackson
","修改JSON为jackson
",2018-10-16 16:31:01+08:00,2018-10-16 16:31:01+08:00
com.google.collections:google-collections,com.google.guava:guava,apache_shindig,java/social-api/pom.xml,039941211740f7adeedc9c7549ebc0855e728fca,039941211740f7adeedc9c7549ebc0855e728fca,"+com.google.guava:guava
-com.google.collections:google-collections","+com.google.guava:guava
-com.google.collections:google-collections","SHINDIG-1406 | replace google-collections with guava

git-svn-id: https://svn.apache.org/repos/asf/shindig/trunk@983884 13f79535-47bb-0310-9956-ffa450edef68
","SHINDIG-1406 | replace google-collections with guava

git-svn-id: https://svn.apache.org/repos/asf/shindig/trunk@983884 13f79535-47bb-0310-9956-ffa450edef68
",2010-08-10 08:45:27+00:00,2010-08-10 08:45:27+00:00
com.googlecode.jmockit:jmockit,org.mockito:mockito-core,qos-ch_logback-extensions,pom.xml,cf44d61d5dbcfddf4dadd1599d56c9502fd42bb8,cf44d61d5dbcfddf4dadd1599d56c9502fd42bb8,"+org.mockito:mockito-core
-com.googlecode.jmockit:jmockit
-org.easymock:easymock","+org.mockito:mockito-core
-com.googlecode.jmockit:jmockit
-org.easymock:easymock","Replace jmockit and easymock with mockito

jmockit and easymock weren't actually used. And jmockit has an
unfriendly dependency on some JAR/DLL. I prefer Mockito anyway :)

Fixes #19
","Replace jmockit and easymock with mockito

jmockit and easymock weren't actually used. And jmockit has an
unfriendly dependency on some JAR/DLL. I prefer Mockito anyway :)

Fixes #19
",2014-02-27 00:09:36-06:00,2014-02-27 00:09:36-06:00
com.googlecode.json-simple:json-simple,com.fasterxml.jackson.core:jackson-core,carlosCharz_fcmxmppserverv2,pom.xml,f970ee6d494cd4cb7652712ef4e4bef5b967cd76,f970ee6d494cd4cb7652712ef4e4bef5b967cd76,"+com.fasterxml.jackson.core:jackson-databind
+com.fasterxml.jackson.core:jackson-core
-com.googlecode.json-simple:json-simple","+com.fasterxml.jackson.core:jackson-databind
+com.fasterxml.jackson.core:jackson-core
-com.googlecode.json-simple:json-simple","change json library + java 8 optional
","change json library + java 8 optional
",2018-04-24 11:27:39-05:00,2018-04-24 11:27:39-05:00
com.googlecode.json-simple:json-simple,com.google.code.gson:gson,vt-middleware_ldaptive,json/pom.xml,2889f3e2599f110994c1b5e53649ecb001fb348f,2889f3e2599f110994c1b5e53649ecb001fb348f,"+com.google.code.gson:gson
+javax.servlet:javax.servlet-api
-com.googlecode.json-simple:json-simple","+com.google.code.gson:gson
+javax.servlet:javax.servlet-api
-com.googlecode.json-simple:json-simple","Switch from json-simple to gson.

Add JsonServletSearchExecutor.
Fixes #61.
","Switch from json-simple to gson.

Add JsonServletSearchExecutor.
Fixes #61.
",2015-12-08 11:29:46-05:00,2015-12-08 11:29:46-05:00
com.googlecode.json-simple:json-simple,com.thoughtworks.xstream:xstream,citrusframework_citrus,pom.xml,b4b35997de7f97ef63bae145a663659d1ea0fa0e,b4b35997de7f97ef63bae145a663659d1ea0fa0e,"+net.minidev:json-smart
-com.googlecode.json-simple:json-simple","+net.minidev:json-smart
-com.googlecode.json-simple:json-simple","Use minidev.json-smart library instead of googlcode.json-simple
","Use minidev.json-smart library instead of googlcode.json-simple
",2015-07-21 16:34:05+02:00,2015-07-21 16:34:05+02:00
com.googlecode.json-simple:json-simple,net.minidev:json-smart,citrusframework_citrus,modules/citrus-core/pom.xml,b4b35997de7f97ef63bae145a663659d1ea0fa0e,b4b35997de7f97ef63bae145a663659d1ea0fa0e,"+net.minidev:json-smart
+com.jayway.jsonpath:json-path
-com.googlecode.json-simple:json-simple","+net.minidev:json-smart
+com.jayway.jsonpath:json-path
-com.googlecode.json-simple:json-simple","Use minidev.json-smart library instead of googlcode.json-simple
","Use minidev.json-smart library instead of googlcode.json-simple
",2015-07-21 16:34:05+02:00,2015-07-21 16:34:05+02:00
com.h2database:h2,hsqldb:hsqldb,azagniotov_stubby4j,pom.xml,ce45e043dbccaecf70e28b80a73a597e06177078,ce45e043dbccaecf70e28b80a73a597e06177078,"+hsqldb:hsqldb
-com.h2database:h2","+hsqldb:hsqldb
-com.h2database:h2","1. Swapped H2 database to Hypersonic SQL to make stubby4j JAR smaller
2. More unit tests around HnadlerUtils
3. Changes to POM and DB queries as a result of changing the DB engine
","1. Swapped H2 database to Hypersonic SQL to make stubby4j JAR smaller
2. More unit tests around HnadlerUtils
3. Changes to POM and DB queries as a result of changing the DB engine
",2012-06-27 20:52:21-07:00,2012-06-27 20:52:21-07:00
commons-cli:commons-cli,com.beust:jcommander,Mercateo_factcast,factcast-client-grpc-cli/pom.xml,ea22151cc955485605d45ec6cccbf34965342bd3,ff6f170d1243122164f9ee7b96f79166d343c6dc,"+args4j:args4j
+com.beust:jcommander
-commons-io:commons-io
-org.projectlombok:lombok","-args4j:args4j
-commons-cli:commons-cli
-commons-lang:commons-lang","#152: introduced JCommand to parse commandline
","added CLI (#156)

* ITD-55540: Added cli (#148)
* #152: minor cleanup
* #152: introduced JCommand to parse commandline

closes #155 
closes #154 
",2018-10-20 20:25:03+02:00,2018-10-20 21:30:03+02:00
commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpclient,Consonance_consonance,consonance-arch/pom.xml,f4d2644d0d1c17a33398ddbf39e5a32e9491d4be,f4d2644d0d1c17a33398ddbf39e5a32e9491d4be,"+org.apache.httpcomponents:httpcore
+org.apache.httpcomponents:httpclient
-commons-httpclient:commons-httpclient","+org.apache.httpcomponents:httpcore
+org.apache.httpcomponents:httpclient
-commons-httpclient:commons-httpclient","Feature/ga4gh mockups (#115)

* Update youxia version for Liberty OpenStack
* Fix dependencies
* Implementation of workflow-execution-schema
Implements https://github.com/ga4gh/workflow-execution-schemas/blob/8c6c55f7160593cd1a957aaea6d549be02d92104/src/main/resources/swagger/ga4gh-tool-discovery.yaml
Outstanding issues:
* schema lacks concept of authentication, this ends up creating jobs with no owner
* testing
* Update task-execution-schema-endpoints
Updated to https://github.com/ga4gh/task-execution-schemas/commit/5c81d2543f85e7bda62d06f66650459db2bc96d1
* Update to Dockstore 0.9.2
Also modify Authentication/Authorization for GA4GH resources to be a bit
more correct
* Strip out vulnerable httpclient (security warnings)
","Feature/ga4gh mockups (#115)

* Update youxia version for Liberty OpenStack
* Fix dependencies
* Implementation of workflow-execution-schema
Implements https://github.com/ga4gh/workflow-execution-schemas/blob/8c6c55f7160593cd1a957aaea6d549be02d92104/src/main/resources/swagger/ga4gh-tool-discovery.yaml
Outstanding issues:
* schema lacks concept of authentication, this ends up creating jobs with no owner
* testing
* Update task-execution-schema-endpoints
Updated to https://github.com/ga4gh/task-execution-schemas/commit/5c81d2543f85e7bda62d06f66650459db2bc96d1
* Update to Dockstore 0.9.2
Also modify Authentication/Authorization for GA4GH resources to be a bit
more correct
* Strip out vulnerable httpclient (security warnings)
",2016-07-19 17:10:57-04:00,2016-07-19 17:10:57-04:00
commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpclient,Norconex_importer,norconex-collector-http/pom.xml,77b5951030e016cec44ba8268cc2f69289abfe4c,77b5951030e016cec44ba8268cc2f69289abfe4c,"+org.apache.maven.doxia:doxia-module-markdown
+org.apache.httpcomponents:httpclient
-commons-httpclient:commons-httpclient","+org.apache.maven.doxia:doxia-module-markdown
+org.apache.httpcomponents:httpclient
-commons-httpclient:commons-httpclient",Upgraded to HttpClient 4.x.,Upgraded to HttpClient 4.x.,2013-04-26 00:01:32-04:00,2013-04-26 00:01:32-04:00
commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpclient,PeteGoo_tcSlackBuildNotifier,tcslackbuildnotifier-core/pom.xml,518c51773a2fb172f11e1a8d6416bf658fac4351,518c51773a2fb172f11e1a8d6416bf658fac4351,"+com.google.code.gson:gson
+org.apache.httpcomponents:httpclient
-commons-httpclient:commons-httpclient","+com.google.code.gson:gson
+org.apache.httpcomponents:httpclient
-commons-httpclient:commons-httpclient","Updated to modern httpclient implementation
","Updated to modern httpclient implementation
",2014-08-31 16:33:39+12:00,2014-08-31 16:33:39+12:00
commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpclient,apache_asterixdb,hyracks-fullstack/hyracks/hyracks-server/pom.xml,e97dbe5be9c6f409e7157e6bf732d5d34f17c045,e97dbe5be9c6f409e7157e6bf732d5d34f17c045,"+org.apache.httpcomponents:httpclient
-commons-httpclient:commons-httpclient","+org.apache.httpcomponents:httpclient
-commons-httpclient:commons-httpclient","Update Commons-Httpclient Dep, Misc Cleanup

Change-Id: Iaab8930ddf69a3202a6e7efff3533bfec8cff6c5
Reviewed-on: https://asterix-gerrit.ics.uci.edu/1053
Sonar-Qube: Jenkins <jenkins@fulliautomatix.ics.uci.edu>
Tested-by: Jenkins <jenkins@fulliautomatix.ics.uci.edu>
Integration-Tests: Jenkins <jenkins@fulliautomatix.ics.uci.edu>
Reviewed-by: Till Westmann <tillw@apache.org>
","Update Commons-Httpclient Dep, Misc Cleanup

Change-Id: Iaab8930ddf69a3202a6e7efff3533bfec8cff6c5
Reviewed-on: https://asterix-gerrit.ics.uci.edu/1053
Sonar-Qube: Jenkins <jenkins@fulliautomatix.ics.uci.edu>
Tested-by: Jenkins <jenkins@fulliautomatix.ics.uci.edu>
Integration-Tests: Jenkins <jenkins@fulliautomatix.ics.uci.edu>
Reviewed-by: Till Westmann <tillw@apache.org>
",2016-08-06 12:24:21-07:00,2016-08-06 12:24:21-07:00
